round,cid,latency
1,c55a0ee0af414724b56fb84b84eb1291,0.6624500751495361
1,6c2e1f1f538344cdb0a56d4abe7b4ae0,1.200946569442749
1,a782a63915a54457b9df65873a5b7bf8,1.6832575798034668
2,6c2e1f1f538344cdb0a56d4abe7b4ae0,0.7266173362731934
2,c55a0ee0af414724b56fb84b84eb1291,1.1982204914093018
2,a782a63915a54457b9df65873a5b7bf8,1.2614283561706543
3,6c2e1f1f538344cdb0a56d4abe7b4ae0,1.4121880531311035
3,c55a0ee0af414724b56fb84b84eb1291,1.6522893905639648
3,a782a63915a54457b9df65873a5b7bf8,1.870805025100708
4,6c2e1f1f538344cdb0a56d4abe7b4ae0,0.7070584297180176
4,a782a63915a54457b9df65873a5b7bf8,1.2039682865142822
4,c55a0ee0af414724b56fb84b84eb1291,1.2631587982177734
5,6c2e1f1f538344cdb0a56d4abe7b4ae0,0.8141069412231445
5,a782a63915a54457b9df65873a5b7bf8,1.311202049255371
5,c55a0ee0af414724b56fb84b84eb1291,1.3805787563323977
6,6c2e1f1f538344cdb0a56d4abe7b4ae0,0.9376192092895508
6,a782a63915a54457b9df65873a5b7bf8,1.3955841064453125
6,c55a0ee0af414724b56fb84b84eb1291,1.4825537204742432
7,6c2e1f1f538344cdb0a56d4abe7b4ae0,1.1092023849487305
7,a782a63915a54457b9df65873a5b7bf8,1.5126535892486572
7,c55a0ee0af414724b56fb84b84eb1291,1.5734245777130127
8,a782a63915a54457b9df65873a5b7bf8,0.9464216232299804
8,c55a0ee0af414724b56fb84b84eb1291,1.4044296741485596
8,6c2e1f1f538344cdb0a56d4abe7b4ae0,1.460052728652954
9,a782a63915a54457b9df65873a5b7bf8,1.02964186668396
9,6c2e1f1f538344cdb0a56d4abe7b4ae0,1.1467902660369873
9,c55a0ee0af414724b56fb84b84eb1291,1.632988452911377
10,6c2e1f1f538344cdb0a56d4abe7b4ae0,1.291285753250122
10,a782a63915a54457b9df65873a5b7bf8,1.362365961074829
10,c55a0ee0af414724b56fb84b84eb1291,1.8112280368804927
11,6c2e1f1f538344cdb0a56d4abe7b4ae0,1.2749309539794922
11,a782a63915a54457b9df65873a5b7bf8,1.6027796268463137
11,c55a0ee0af414724b56fb84b84eb1291,1.8017919063568115
12,a782a63915a54457b9df65873a5b7bf8,0.609032392501831
12,6c2e1f1f538344cdb0a56d4abe7b4ae0,1.1579949855804443
12,c55a0ee0af414724b56fb84b84eb1291,1.540980339050293
13,6c2e1f1f538344cdb0a56d4abe7b4ae0,0.6331627368927002
13,a782a63915a54457b9df65873a5b7bf8,1.115055799484253
13,c55a0ee0af414724b56fb84b84eb1291,1.5811100006103516
14,6c2e1f1f538344cdb0a56d4abe7b4ae0,0.594064474105835
14,a782a63915a54457b9df65873a5b7bf8,1.054535150527954
14,c55a0ee0af414724b56fb84b84eb1291,1.543529033660889
15,6c2e1f1f538344cdb0a56d4abe7b4ae0,0.6080012321472168
15,a782a63915a54457b9df65873a5b7bf8,1.0845615863800049
16,6c2e1f1f538344cdb0a56d4abe7b4ae0,1.043246507644653
16,a782a63915a54457b9df65873a5b7bf8,1.2335503101348877
16,c55a0ee0af414724b56fb84b84eb1291,1.7574779987335205
17,a782a63915a54457b9df65873a5b7bf8,0.8715569972991943
17,6c2e1f1f538344cdb0a56d4abe7b4ae0,1.2091856002807615
17,c55a0ee0af414724b56fb84b84eb1291,1.7453827857971191
18,6c2e1f1f538344cdb0a56d4abe7b4ae0,0.6603484153747559
18,c55a0ee0af414724b56fb84b84eb1291,1.191770076751709
18,a782a63915a54457b9df65873a5b7bf8,1.22483229637146
19,6c2e1f1f538344cdb0a56d4abe7b4ae0,0.5524201393127441
19,a782a63915a54457b9df65873a5b7bf8,1.0311810970306396
19,c55a0ee0af414724b56fb84b84eb1291,1.1947898864746094
20,a782a63915a54457b9df65873a5b7bf8,1.15405011177063
20,6c2e1f1f538344cdb0a56d4abe7b4ae0,1.2367665767669678
20,c55a0ee0af414724b56fb84b84eb1291,1.6896591186523438
21,6c2e1f1f538344cdb0a56d4abe7b4ae0,0.7383904457092285
21,a782a63915a54457b9df65873a5b7bf8,1.1369938850402832
21,c55a0ee0af414724b56fb84b84eb1291,1.706552505493164
22,a782a63915a54457b9df65873a5b7bf8,0.7667150497436523
22,6c2e1f1f538344cdb0a56d4abe7b4ae0,1.2542176246643066
22,c55a0ee0af414724b56fb84b84eb1291,1.412003993988037
23,a782a63915a54457b9df65873a5b7bf8,0.5796332359313965
23,6c2e1f1f538344cdb0a56d4abe7b4ae0,1.103144884109497
23,c55a0ee0af414724b56fb84b84eb1291,1.33123517036438
24,a782a63915a54457b9df65873a5b7bf8,0.9885048866271972
24,6c2e1f1f538344cdb0a56d4abe7b4ae0,1.2749667167663574
24,c55a0ee0af414724b56fb84b84eb1291,1.6014890670776367
25,6c2e1f1f538344cdb0a56d4abe7b4ae0,1.0584149360656738
25,a782a63915a54457b9df65873a5b7bf8,1.469458818435669
25,c55a0ee0af414724b56fb84b84eb1291,1.5539662837982178
26,6c2e1f1f538344cdb0a56d4abe7b4ae0,0.558734655380249
26,a782a63915a54457b9df65873a5b7bf8,1.16902756690979
26,c55a0ee0af414724b56fb84b84eb1291,1.2052314281463623
27,c55a0ee0af414724b56fb84b84eb1291,1.329362392425537
27,a782a63915a54457b9df65873a5b7bf8,1.61808180809021
27,6c2e1f1f538344cdb0a56d4abe7b4ae0,1.695345401763916
28,6c2e1f1f538344cdb0a56d4abe7b4ae0,1.0138094425201416
28,a782a63915a54457b9df65873a5b7bf8,1.1955604553222656
28,c55a0ee0af414724b56fb84b84eb1291,1.6609880924224854
29,6c2e1f1f538344cdb0a56d4abe7b4ae0,0.982407569885254
29,a782a63915a54457b9df65873a5b7bf8,1.3414111137390137
29,c55a0ee0af414724b56fb84b84eb1291,1.7700090408325195
30,a782a63915a54457b9df65873a5b7bf8,1.0397188663482666
30,6c2e1f1f538344cdb0a56d4abe7b4ae0,1.1532957553863523
30,c55a0ee0af414724b56fb84b84eb1291,1.6783733367919922
31,6c2e1f1f538344cdb0a56d4abe7b4ae0,0.5845718383789062
31,a782a63915a54457b9df65873a5b7bf8,1.1073391437530518
31,c55a0ee0af414724b56fb84b84eb1291,1.281169891357422
32,a782a63915a54457b9df65873a5b7bf8,1.304722547531128
32,6c2e1f1f538344cdb0a56d4abe7b4ae0,1.8366022109985352
32,c55a0ee0af414724b56fb84b84eb1291,1.959126710891724
33,6c2e1f1f538344cdb0a56d4abe7b4ae0,1.0609326362609863
33,a782a63915a54457b9df65873a5b7bf8,1.5338571071624756
33,c55a0ee0af414724b56fb84b84eb1291,1.5507044792175293
34,a782a63915a54457b9df65873a5b7bf8,1.7788705825805664
34,c55a0ee0af414724b56fb84b84eb1291,1.824310302734375
34,6c2e1f1f538344cdb0a56d4abe7b4ae0,2.0778698921203613
35,6c2e1f1f538344cdb0a56d4abe7b4ae0,0.6614887714385986
35,a782a63915a54457b9df65873a5b7bf8,1.1551988124847412
35,c55a0ee0af414724b56fb84b84eb1291,1.615164279937744
36,6c2e1f1f538344cdb0a56d4abe7b4ae0,0.9346046447753906
36,a782a63915a54457b9df65873a5b7bf8,1.2597339153289795
36,c55a0ee0af414724b56fb84b84eb1291,1.7736163139343262
37,6c2e1f1f538344cdb0a56d4abe7b4ae0,0.9255075454711914
37,a782a63915a54457b9df65873a5b7bf8,1.276491641998291
37,c55a0ee0af414724b56fb84b84eb1291,1.591360569000244
38,6c2e1f1f538344cdb0a56d4abe7b4ae0,0.7439823150634766
38,a782a63915a54457b9df65873a5b7bf8,1.1953024864196775
38,c55a0ee0af414724b56fb84b84eb1291,1.7098839282989502
